construct	displayProcedureName	gene	genotype	parameterId	parameterName	procedureName	sex	significanceValue	mgiAccessionId
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_110_001	Transitional 1 B cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_006_001	Count of vg5+ DETC not contacting LC	Ear epidermis immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_029_001	CD4+ CD44+ CD62L- alpha beta effector T cell number	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_035_001	Total B cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_008_001	CD4+ CD25+ alpha beta regulatory T cell percentage	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_107_001	Total B2 cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_019_001	Average roundness of vg5+ DETC not contacting LC	Ear epidermis immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_025_001	Gamma delta T cell number	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_047_001	Transitional 2 B cells - % of B2 cells	Spleen Immuno Phenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_019_001	Average roundness of vg5+ DETC not contacting LC	Ear epidermis immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_034_001	B cell number	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_003_001	Pro-b cells (hardy fraction B) - % of B220+	Bone marrow immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_014_001	Mature B cells (hardy fraction F) - % of CD45+	Bone marrow immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_038_001	Ly6Clow monocyte number	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_097_001	Marginal zone precursor B cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_043_001	Total B2 cells - % of B cells	Spleen Immuno Phenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_004_001	CD8+ alpha beta T cell percentage	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_001_001	Pre-pro B cells (hardy fraction A) - % of B220+	Bone marrow immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_002_001	DETC coverage	Ear epidermis immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_007_001	Mature B cells (hardy fraction F) - % of B220+	Bone marrow immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_030_001	CD8+ CD44+ CD62L- alpha beta effector T cell number	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_020_001	Average roundness of LC	Ear epidermis immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_100_001	Follicular B cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_006_001	Count of vg5+ DETC not contacting LC	Ear epidermis immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_106_001	B1a cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Haematology	Nudt12	Hom	IMPC_HEM_008_001	Platelets count	Haematology	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_002_001	DETC coverage	Ear epidermis immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_019_001	T cells - % of CD45+	Bone marrow immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_035_001	Total B cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_024_001	Average no of branches on LC	Ear epidermis immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_039_001	Marginal zone precursor B cells - % of B2 cells	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_012_001	CD4+ KLRG1+ alpha beta T cell percentage	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_006_001	Immature B cells (hardy fraction E) - % of B220+	Bone marrow immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_008_001	Pre-pro B cells (hardy fraction A) - % of CD45+	Bone marrow immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_020_001	Average roundness of LC	Ear epidermis immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_021_001	Total T cell number	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_035_001	IgD+ mature B cell number	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_031_001	KLRG1+ mature NK cell number	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_112_001	Follicular B cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Salmonella Challenge	Nudt12	Hom	SLM_SLM_016_001	Pre-Day 1 Death	Salmonella Challenge	Both	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_043_001	Total B2 cells - % of B cells	Spleen Immuno Phenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_047_001	Transitional 2 B cells - % of B2 cells	Spleen Immuno Phenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	DSS Challenge	Nudt12	Hom	DSS_DSS_011_001	Average histology score	3i DSS Challenge	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Haematology	Nudt12	Hom	IMPC_HEM_004_001	Hematocrit	Haematology	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Influenza	Nudt12	Hom	INF_BWT_001_001	Body Weight	Infection Challenge Weights	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_011_001	Average volume of vg5+ DETC	Ear epidermis immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_009_001	CD4+ CD44+ CD62L- alpha beta effector T cell percentage	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_024_001	Average no of branches on LC	Ear epidermis immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_036_001	B1a cells - % of B cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_015_001	Average volume of LC	Ear epidermis immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_007_001	Langerhans cell (LC) count	Ear epidermis immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_003_001	CD4+ alpha beta T cell percentage	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_040_001	Transitional 1 B cells - % of B2 cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_011_001	Average volume of vg5+ DETC	Ear epidermis immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Haematology	Nudt12	Hom	IMPC_HEM_004_001	Hematocrit	Haematology	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_026_001	NKT cell number	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_017_001	Myeloid precursors - % of CD45+	Bone marrow immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_030_001	CD8+ CD44+ CD62L- alpha beta effector T cell number	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_039_001	Neutrophil number	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_022_001	Alpha beta T cell number	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Anti-nuclear Antibodies	Nudt12	Hom	MGP_ANA_001_001	ANA score	Anti-nuclear antibody assay	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_005_001	Gamma delta T cell percentage	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_011_001	Pro-b cells (hardy fraction C) - % of CD45+	Bone marrow immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_097_001	Marginal zone precursor B cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_018_001	Ly6Clow monocyte percentage	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_016_001	Average roundness of vg5+ DETC	Ear epidermis immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_004_001	Pro-b cells (hardy fraction C) - % of B220+	Bone marrow immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_048_001	Follicular B cells - % of B2 cells	Spleen Immuno Phenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_094_001	B1a cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_003_001	Vg5+ dendritic epidermal T cell (DETC) count	Ear epidermis immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_098_001	Transitional 1 B cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_027_001	NK cell number	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_026_001	NKT cell number	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_002_001	Pro-b cells (hardy fractions B and C) - % of B220+	Bone marrow immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_040_001	Transitional 1 B cells - % of B2 cells	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_041_001	Transitional 2 B cells - % of B2 cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_025_001	Average branch length of vg5+ DETC	Ear epidermis immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_008_001	CD4+ CD25+ alpha beta regulatory T cell percentage	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_111_001	Transitional 2 B cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_001_001	Total T cell percentage	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_108_001	Marginal zone B cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_012_001	Average volume of CD45+ vg5- MHC II- cells	Ear epidermis immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_015_001	Total B cell precursors - % of CD45+	Bone marrow immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_044_001	Marginal zone B cells - % of B2 cells	Spleen Immuno Phenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_014_001	B cell percentage	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_035_001	IgD+ mature B cell number	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_040_001	Eosinophil number	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_013_001	Immature B cells (hardy fraction E) - % of CD45+	Bone marrow immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_039_001	Neutrophil number	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_017_001	Ly6Chigh monocyte percentage	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Haematology	Nudt12	Hom	IMPC_HEM_027_001	Red blood cell distribution width	Haematology	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_010_001	CD8+ CD44+ CD62L- alpha beta effector T cell percentage	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Homozygous viability at P14	Nudt12	Mutant	IMPC_VIA_001_001	Outcome	Viability Primary Screen	Both	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_048_001	Follicular B cells - % of B2 cells	Spleen Immuno Phenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_107_001	Total B2 cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_003_001	Vg5+ dendritic epidermal T cell (DETC) count	Ear epidermis immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_007_001	Langerhans cell (LC) count	Ear epidermis immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_007_001	Mature B cells (hardy fraction F) - % of B220+	Bone marrow immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_040_001	Eosinophil number	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_101_001	Germinal centre B cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_023_001	CD4+ alpha beta T cell number	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_044_001	Marginal zone B cells - % of B2 cells	Spleen Immuno Phenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_098_001	Transitional 1 B cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_021_001	Average no of branches on vg5+ DETC	Ear epidermis immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Cytotoxic T Cell Function	Nudt12	Hom	MGP_CTL_001_001	% lysis	CTL assay	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_022_001	Alpha beta T cell number	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Haematology	Nudt12	Hom	IMPC_HEM_005_001	Mean cell volume	Haematology	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_004_001	CD8+ alpha beta T cell percentage	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_025_001	Average branch length of vg5+ DETC	Ear epidermis immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_021_001	Average no of branches on vg5+ DETC	Ear epidermis immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_041_001	Transitional 2 B cells - % of B2 cells	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_009_001	Pro-b cells (hardy fractions B and C) - % of CD45	Bone marrow immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Haematology	Nudt12	Hom	IMPC_HEM_005_001	Mean cell volume	Haematology	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_016_001	Granulocyte precursors - % of CD45+	Bone marrow immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Haematology	Nudt12	Hom	IMPC_HEM_001_001	White blood cell count	Haematology	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_032_001	CD4+ KLRG1+ alpha beta T cell number	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_003_001	Pro-b cells (hardy fraction B) - % of B220+	Bone marrow immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Anti-nuclear Antibodies	Nudt12	Hom	MGP_ANA_002_001	ANA classification	Anti-nuclear antibody assay	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_113_001	Germinal centre B cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_008_001	Ratio of vg5+ DETC/LC	Ear epidermis immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Bone Marrow	Nudt12	Hom	MGP_BMI_018_001	Plasma cells - % of CD45+	Bone marrow immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_031_001	KLRG1+ mature NK cell number	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_016_001	Average roundness of vg5+ DETC	Ear epidermis immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_036_001	Monocyte number	Whole blood peripheral blood leukocyte immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Ear Epidermis	Nudt12	Hom	MGP_EEI_012_001	Average volume of CD45+ vg5- MHC II- cells	Ear epidermis immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_036_001	B1a cells - % of B cells	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Peripheral Blood Leukocytes	Nudt12	Hom	MGP_PBI_013_001	CD8+ KLRG1+ alpha beta T cell percentage	Whole blood peripheral blood leukocyte immunophenotyping	Male	2	MGI:1915243
tm1a(KOMP)Wtsi	Mesenteric Lymph Node	Nudt12	Hom	MGP_MLN_037_001	Total B2 cells - % of B cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:1915243
tm1a(KOMP)Wtsi	Spleen	Nudt12	Hom	MGP_IMM_049_001	Germinal centre B cells - % of B2 cells	Spleen Immuno Phenotyping	Female	2	MGI:1915243
