construct	displayProcedureName	gene	genotype	parameterId	parameterName	procedureName	sex	significanceValue	mgiAccessionId
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_017_001	KLRG1+ CD8+ T cells - % of CD8+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_084_001	KLRG1+ CD8+ T cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_080_001	Total CD8+ T cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_013_001	Total CD8+ T cells - % of ab T cells	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_078_001	Resting Treg cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_032_001	Effector NK cells - % of NK cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_010_001	Resting Treg cells - % of Treg	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_076_001	Naive CD8+ T cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_071_001	Resting Treg cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_091_001	Total CD4- NKT cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Haematology	Pth	Hom	IMPC_HEM_002_001	Red blood cell count	Haematology	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_084_001	Effector CD4- NKT cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_026_001	Effector CD4- NKT cells - % of CD4- NKT cells	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Peripheral Blood Leukocytes	Pth	Hom	MGP_BCI_011_001	Granulocyte Gr1+ percentage	Buffy coat peripheral blood leukocyte immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_008_001	KLRG1+ CD4+ T helper cells - % of CD4+ T helper cells	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_071_001	Total CD4+ T cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_093_001	Resting CD4- NKT cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_067_001	Resting CD4+ T helper cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_022_001	Total NKT cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Anti-nuclear Antibodies	Pth	Hom	MGP_ANA_001_001	ANA score	Anti-nuclear antibody assay	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_026_001	Effector CD4- NKT cells - % of CD4- NKT cells	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Peripheral Blood Leukocytes	Pth	Hom	MGP_BCI_007_001	CD4+CD44+CD62L- percentage	Buffy coat peripheral blood leukocyte immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_075_001	KLRG1+ CD4+ T helper cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_004_001	CD4+ T helper cells - % of CD4+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_087_001	Effector gd cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_093_001	KLRG1+ NK cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_023_001	Total CD4- NKT cells - % of NKT cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_004_001	Total CD4+ T cells - % of ab T cells	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Peripheral Blood Leukocytes	Pth	Hom	MGP_BCI_009_001	B cell CD19+ percentage	Buffy coat peripheral blood leukocyte immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_074_001	Resting CD4+ T helper cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_035_001	Resting NK cells - % of NK cells	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Haematology	Pth	Hom	IMPC_HEM_027_001	Red blood cell distribution width	Haematology	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_089_001	Resting CD4+ NKT cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_080_001	Effector gd cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Peripheral Blood Leukocytes	Pth	Hom	MGP_BCI_005_001	NK cell percentage	Buffy coat peripheral blood leukocyte immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_085_001	Resting CD4- NKT cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_017_001	KLRG1+ CD8+ T cells - % of CD8+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_032_001	Effector NK cells - % of NK cells	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_076_001	Naive CD8+ T cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_006_001	Resting CD4+ T helper cells - % of CD4+ T helper cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Peripheral Blood Leukocytes	Pth	Hom	MGP_BCI_010_001	Mature B cell IgD+ percentage	Buffy coat peripheral blood leukocyte immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_013_001	Total CD8+ T cells - % of ab T cells	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_089_001	Resting CD4+ NKT cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_096_001	Effector CD4+ NKT cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Peripheral Blood Leukocytes	Pth	Hom	MGP_BCI_003_001	Treg cell CD25+ percentage	Buffy coat peripheral blood leukocyte immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_005_001	Effector CD4+ T helper cells - % of CD4+ T helper cells	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_022_001	KLRG1+ gd T cells - % of gd T cells	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Anti-nuclear Antibodies	Pth	Hom	MGP_ANA_002_001	ANA classification	Anti-nuclear antibody assay	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_083_001	Naive CD8+ T cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_027_001	Total CD4+ NKT cells - % of NKT cells	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_031_001	Resting CD4+ NKT cells - % of CD4+ NKT cells	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_090_001	KLRG1+ CD4+ NKT cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_076_001	Total Treg cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_072_001	KLRG1+ Treg cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_009_001	Effector Treg cells - % of Treg	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_063_001	Total ab T cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_070_001	Total ab T cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_019_001	Effector gd T cells - % of gd T cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_067_001	Resting CD4+ T helper cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Anti-nuclear Antibodies	Pth	Hom	MGP_ANA_002_001	ANA classification	Anti-nuclear antibody assay	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_098_001	KLRG1+ CD4+ NKT cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_094_001	KLRG1+ CD4- NKT cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_023_001	Total CD4- NKT cells - % of NKT cells	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_063_001	Total ab T cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Peripheral Blood Leukocytes	Pth	Hom	MGP_BCI_012_001	Monocyte percentage	Buffy coat peripheral blood leukocyte immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_004_001	Total CD4+ T cells - % of ab T cells	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_002_001	Total ab T cells - % of total T cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Ear Epidermis	Pth	Hom	MGP_EEI_003_001	Vg5+ dendritic epidermal T cell (DETC) count	Ear epidermis immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Ear Epidermis	Pth	Hom	MGP_EEI_007_001	Langerhans cell (LC) count	Ear epidermis immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_031_001	Resting CD4+ NKT cells - % of CD4+ NKT cells	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Haematology	Pth	Hom	IMPC_HEM_005_001	Mean cell volume	Haematology	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_092_001	Effector CD4- NKT cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_022_001	KLRG1+ gd T cells - % of gd T cells	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Haematology	Pth	Hom	IMPC_HEM_001_001	White blood cell count	Haematology	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_035_001	Resting NK cells - % of NK cells	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_015_001	Naive CD8+ T cells - % of CD8+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_009_001	Total Treg cells - % of CD4+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_014_001	Resting CD8+ T cells - % of CD8+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Peripheral Blood Leukocytes	Pth	Hom	MGP_BCI_001_001	T cell CD3+ percentage	Buffy coat peripheral blood leukocyte immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_028_001	Effector CD4+ NKT cells - % of CD4+ NKT cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_089_001	KLRG1+ gd T cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_081_001	Resting gd T cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_085_001	Total gd T cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_081_001	Resting gd T cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_011_001	KLRG1+ Treg cells - % of Treg	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_077_001	KLRG1+ CD8+ T cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_075_001	KLRG1+ CD4+ T helper cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Haematology	Pth	Hom	IMPC_HEM_003_001	Hemoglobin	Haematology	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_018_001	Total gd T cells - % of total T cells	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Ear Epidermis	Pth	Hom	MGP_EEI_008_001	Ratio of vg5+ DETC/LC	Ear epidermis immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_027_001	Resting CD4- NKT cells - % of CD4- NKT cells	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_005_001	CD4+ T helper cells - % of CD4+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_024_001	Effector CD4- NKT cells - % of CD4- NKT cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_001_001	Total T cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_009_001	Total Treg cells - % of CD4+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_072_001	KLRG1+ Treg cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_072_001	CD4+ T helper cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_068_001	KLRG1+ CD4+ T helper cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_001_001	Total T cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_079_001	KLRG1+ Treg cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_020_001	Resting gd T cells - % of gd T cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Peripheral Blood Leukocytes	Pth	Hom	MGP_BCI_006_001	NKT cell percentage	Buffy coat peripheral blood leukocyte immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_085_001	Resting CD4- NKT cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_086_001	KLRG1+ CD4- NKT cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Haematology	Pth	Hom	IMPC_HEM_019_001	Mean platelet volume	Haematology	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Haematology	Pth	Hom	IMPC_HEM_007_001	Mean cell hemoglobin concentration	Haematology	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_100_001	Resting NK cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_036_001	KLRG1+ NK cells - % of NK cells	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_027_001	Resting CD4- NKT cells - % of CD4- NKT cells	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_088_001	Resting gd T cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_018_001	Total gd T cells - % of total T cells	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_033_001	Resting NK cells - % of NK cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_014_001	Effector CD8+ T cells - % of CD8+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_010_001	Resting Treg cells - % of Treg	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_081_001	Effector CD8+ T cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Peripheral Blood Leukocytes	Pth	Hom	MGP_BCI_008_001	CD8+CD44+CD62L- percentage	Buffy coat peripheral blood leukocyte immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_012_001	Total CD8+ T cells - % of ab T cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_033_001	Resting NK cells - % of NK cells	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Peripheral Blood Leukocytes	Pth	Hom	MGP_BCI_011_001	Granulocyte Gr1+ percentage	Buffy coat peripheral blood leukocyte immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_093_001	Resting CD4- NKT cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_064_001	Total CD4+ T cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Haematology	Pth	Hom	IMPC_HEM_002_001	Red blood cell count	Haematology	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_073_001	Total CD8+ T cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_077_001	KLRG1+ CD8+ T cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_080_001	Total CD8+ T cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Homozygous Fertility	Pth	Mutant			Fertility of Homozygous Knock-out Mice	Both	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_015_001	Naive CD8+ T cells - % of CD8+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Peripheral Blood Leukocytes	Pth	Hom	MGP_BCI_004_001	T cell CD8+ percentage	Buffy coat peripheral blood leukocyte immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_006_001	Resting CD4+ T helper cells - % of CD4+ T helper cells	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_100_001	Resting NK cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_019_001	Effector gd T cells - % of gd T cells	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_036_001	KLRG1+ NK cells - % of NK cells	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_023_001	Total NKT cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_010_001	Effector Treg cells - % of Treg	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Haematology	Pth	Hom	IMPC_HEM_008_001	Platelets count	Haematology	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_001_001	Total T cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_097_001	Resting CD4+ NKT cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_023_001	Total NKT cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_071_001	Total CD4+ T cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_005_001	CD4+ T helper cells - % of CD4+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_016_001	KLRG1+ CD8+ T cells - % of CD8+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_095_001	Total CD4+ NKT cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_003_001	Total CD4+ T cells - % of ab T cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_099_001	Effector NK cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_090_001	KLRG1+ CD4+ NKT cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_064_001	Total CD4+ T cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_068_001	KLRG1+ CD4+ T helper cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
