construct	parameterName	genotype	parameterId	procedureName	mgiAccessionId	displayProcedureName	significanceValue	sex
(tm1)Brd	CD103+ CD8a type DC - % of CD8 type cDC	Hom	MGP_MLN_062_001	Mesenteric Lymph Node Immunophenotyping		Mesenteric Lymph Node	2	Male
(tm1)Brd	CD103+ CD8a type DC - % of CD8 type cDC	Hom	MGP_MLN_062_001	Mesenteric Lymph Node Immunophenotyping		Mesenteric Lymph Node	2	Female
(tm1)Brd	CD103+ CD8a type DC - % of CD45+	Hom	MGP_MLN_119_001	Mesenteric Lymph Node Immunophenotyping		Mesenteric Lymph Node	2	Male
(tm1)Brd	CD103+ CD8a type DC - % of CD45+	Hom	MGP_MLN_119_001	Mesenteric Lymph Node Immunophenotyping		Mesenteric Lymph Node	2	Female
(tm1)Brd	Conventional DC - % of CD45+	Hom	MGP_MLN_116_001	Mesenteric Lymph Node Immunophenotyping		Mesenteric Lymph Node	2	Male
(tm1)Brd	Conventional DC - % of CD45+	Hom	MGP_MLN_116_001	Mesenteric Lymph Node Immunophenotyping		Mesenteric Lymph Node	2	Female
(tm1)Brd	Conventional CD11b type DC - % of CD45+	Hom	MGP_MLN_117_001	Mesenteric Lymph Node Immunophenotyping		Mesenteric Lymph Node	2	Male
(tm1)Brd	Conventional CD11b type DC - % of CD45+	Hom	MGP_MLN_117_001	Mesenteric Lymph Node Immunophenotyping		Mesenteric Lymph Node	2	Female
(tm1)Brd	Effector CD4+ NKT cells - % of CD4+ NKT cells	Hom	MGP_MLN_028_001	Mesenteric Lymph Node Immunophenotyping		Mesenteric Lymph Node	2	Male
(tm1)Brd	Effector CD4+ NKT cells - % of CD4+ NKT cells	Hom	MGP_MLN_028_001	Mesenteric Lymph Node Immunophenotyping		Mesenteric Lymph Node	2	Female
(tm1)Brd	Resting CD4+ NKT cells - % of CD4+ NKT cells	Hom	MGP_MLN_029_001	Mesenteric Lymph Node Immunophenotyping		Mesenteric Lymph Node	2	Male
(tm1)Brd	Resting CD4+ NKT cells - % of CD4+ NKT cells	Hom	MGP_MLN_029_001	Mesenteric Lymph Node Immunophenotyping		Mesenteric Lymph Node	2	Female
(tm1)Brd	Granulocytes - % of CD45+	Hom	MGP_BMI_016_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Granulocytes - % of CD45+	Hom	MGP_BMI_016_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	Immature B cells (Hardy fraction E) - % of B220+	Hom	MGP_BMI_006_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Immature B cells (Hardy fraction E) - % of B220+	Hom	MGP_BMI_006_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	Immature B cells (Hardy fraction E) - % of CD45+	Hom	MGP_BMI_013_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Immature B cells (Hardy fraction E) - % of CD45+	Hom	MGP_BMI_013_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	Mature B cells (Hardy fraction F) - % of B220+	Hom	MGP_BMI_007_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Mature B cells (Hardy fraction F) - % of B220+	Hom	MGP_BMI_007_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	Mature B cells (Hardy fraction F) - % of CD45+	Hom	MGP_BMI_014_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Mature B cells (Hardy fraction F) - % of CD45+	Hom	MGP_BMI_014_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	Myeloid cells - % of CD45+	Hom	MGP_BMI_017_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Myeloid cells - % of CD45+	Hom	MGP_BMI_017_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	Plasma cells - % of CD45+	Hom	MGP_BMI_018_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Plasma cells - % of CD45+	Hom	MGP_BMI_018_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	Pre-B cells (Hardy fraction D) - % of B220+	Hom	MGP_BMI_005_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Pre-B cells (Hardy fraction D) - % of B220+	Hom	MGP_BMI_005_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	Pre-B cells (Hardy fraction D) - % of CD45+	Hom	MGP_BMI_012_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Pre-B cells (Hardy fraction D) - % of CD45+	Hom	MGP_BMI_012_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	Pre-pro B cells (Hardy fraction A) - % of B220+	Hom	MGP_BMI_001_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Pre-pro B cells (Hardy fraction A) - % of B220+	Hom	MGP_BMI_001_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	Pre-pro B cells (Hardy fraction A) - % of CD45+	Hom	MGP_BMI_008_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Pre-pro B cells (Hardy fraction A) - % of CD45+	Hom	MGP_BMI_008_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	Pro-B cells (Hardy fraction B) - % of B220+	Hom	MGP_BMI_003_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Pro-B cells (Hardy fraction B) - % of B220+	Hom	MGP_BMI_003_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	Pro-B cells (Hardy fraction B) - % of CD45+	Hom	MGP_BMI_010_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Pro-B cells (Hardy fraction B) - % of CD45+	Hom	MGP_BMI_010_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	Pro-B cells (Hardy fraction C) - % of B220+	Hom	MGP_BMI_004_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Pro-B cells (Hardy fraction C) - % of B220+	Hom	MGP_BMI_004_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	Pro-B cells (Hardy fraction C) - % of CD45+	Hom	MGP_BMI_011_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Pro-B cells (Hardy fraction C) - % of CD45+	Hom	MGP_BMI_011_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	T cells - % of CD45+	Hom	MGP_BMI_019_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	T cells - % of CD45+	Hom	MGP_BMI_019_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	Total B cells - % of CD45+	Hom	MGP_BMI_015_001	Bone marrow immunophenotyping		Bone Marrow	2	Male
(tm1)Brd	Total B cells - % of CD45+	Hom	MGP_BMI_015_001	Bone marrow immunophenotyping		Bone Marrow	2	Female
(tm1)Brd	B1a cells - % of CD45+	Hom	MGP_IMM_106_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	B1a cells - % of CD45+	Hom	MGP_IMM_106_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	CD103+ CD11b-low cDC - % of CD11b-low cDC	Hom	MGP_IMM_068_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	CD103+ CD11b-low cDC - % of CD11b-low cDC	Hom	MGP_IMM_068_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	CD103+ CD11b-low cDC - % of CD45+	Hom	MGP_IMM_131_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	CD103+ CD11b-low cDC - % of CD45+	Hom	MGP_IMM_131_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	CD11b-high cDC - % of CD45+	Hom	MGP_IMM_129_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	CD11b-high cDC - % of CD45+	Hom	MGP_IMM_129_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	CD11b-high cDC - % of cDC	Hom	MGP_IMM_066_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	CD11b-high cDC - % of cDC	Hom	MGP_IMM_066_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	CD11b-low cDC - % of CD45+	Hom	MGP_IMM_130_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	CD11b-low cDC - % of CD45+	Hom	MGP_IMM_130_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	CD11b-low cDC - % of cDC	Hom	MGP_IMM_067_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	CD11b-low cDC - % of cDC	Hom	MGP_IMM_067_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	CD4+ T helper cells - % of CD4+	Hom	MGP_IMM_005_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	CD4+ T helper cells - % of CD4+	Hom	MGP_IMM_005_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	CD4+ T helper cells - % of CD45+	Hom	MGP_IMM_072_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	CD4+ T helper cells - % of CD45+	Hom	MGP_IMM_072_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	CD5+ gd T cells - % of CD45+	Hom	MGP_IMM_086_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	CD5+ gd T cells - % of CD45+	Hom	MGP_IMM_086_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	CD5+ gd T cells - % of gd T cells	Hom	MGP_IMM_019_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	CD5+ gd T cells - % of gd T cells	Hom	MGP_IMM_019_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Conventional DC (cDC) - % of CD45+	Hom	MGP_IMM_128_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Conventional DC (cDC) - % of CD45+	Hom	MGP_IMM_128_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Conventional DC (cDC) - % of DC	Hom	MGP_IMM_065_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Conventional DC (cDC) - % of DC	Hom	MGP_IMM_065_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Early germinal centre B cells - % of CD45+	Hom	MGP_IMM_114_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Early germinal centre B cells - % of CD45+	Hom	MGP_IMM_114_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Early germinal centre B cells - % of GC cells	Hom	MGP_IMM_050_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Early germinal centre B cells - % of GC cells	Hom	MGP_IMM_050_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Effector CD4- NKT cells - % of CD4- NKT cells	Hom	MGP_IMM_026_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Effector CD4- NKT cells - % of CD4- NKT cells	Hom	MGP_IMM_026_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Effector CD4- NKT cells - % of CD45+	Hom	MGP_IMM_092_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Effector CD4- NKT cells - % of CD45+	Hom	MGP_IMM_092_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Effector CD4+ NKT cells - % of CD4+ NKT cells	Hom	MGP_IMM_030_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Effector CD4+ NKT cells - % of CD4+ NKT cells	Hom	MGP_IMM_030_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Effector CD4+ NKT cells - % of CD45+	Hom	MGP_IMM_096_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Effector CD4+ NKT cells - % of CD45+	Hom	MGP_IMM_096_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Effector CD4+ T helper cells - % of CD4+ T helper cells	Hom	MGP_IMM_006_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Effector CD4+ T helper cells - % of CD4+ T helper cells	Hom	MGP_IMM_006_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Effector CD4+ T helper cells - % of CD45+	Hom	MGP_IMM_073_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Effector CD4+ T helper cells - % of CD45+	Hom	MGP_IMM_073_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Effector CD8+ T cells - % of CD45+	Hom	MGP_IMM_081_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Effector CD8+ T cells - % of CD45+	Hom	MGP_IMM_081_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Effector CD8+ T cells - % of CD8+	Hom	MGP_IMM_014_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Effector CD8+ T cells - % of CD8+	Hom	MGP_IMM_014_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Effector gd cells - % of CD45+	Hom	MGP_IMM_087_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Effector gd cells - % of CD45+	Hom	MGP_IMM_087_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Effector gd T cells - % of gd T cells	Hom	MGP_IMM_020_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Effector gd T cells - % of gd T cells	Hom	MGP_IMM_020_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Effector NK cells - % of CD45+	Hom	MGP_IMM_099_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Effector NK cells - % of CD45+	Hom	MGP_IMM_099_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Effector NK cells - % of NK cells	Hom	MGP_IMM_034_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Effector NK cells - % of NK cells	Hom	MGP_IMM_034_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Effector Treg cells - % of CD45+	Hom	MGP_IMM_077_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Effector Treg cells - % of CD45+	Hom	MGP_IMM_077_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Effector Treg cells - % of Treg	Hom	MGP_IMM_010_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Effector Treg cells - % of Treg	Hom	MGP_IMM_010_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Eosinophils - % of CD45+	Hom	MGP_IMM_125_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Eosinophils - % of CD45+	Hom	MGP_IMM_125_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Follicular B cells - % of B2 cells	Hom	MGP_IMM_048_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Follicular B cells - % of B2 cells	Hom	MGP_IMM_048_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Follicular B cells - % of CD45+	Hom	MGP_IMM_112_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Follicular B cells - % of CD45+	Hom	MGP_IMM_112_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Germinal centre B cells - % of B2 cells	Hom	MGP_IMM_049_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Germinal centre B cells - % of B2 cells	Hom	MGP_IMM_049_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Germinal centre B cells - % of CD45+	Hom	MGP_IMM_113_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Germinal centre B cells - % of CD45+	Hom	MGP_IMM_113_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Granulocytes - % of CD45+	Hom	MGP_IMM_123_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Granulocytes - % of CD45+	Hom	MGP_IMM_123_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Immature NK cells - % of lymphocytes	Hom	MGP_IMM_102_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Immature NK cells - % of lymphocytes	Hom	MGP_IMM_102_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Immature NK cells - % of NK cells	Hom	MGP_IMM_037_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Immature NK cells - % of NK cells	Hom	MGP_IMM_037_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	KLRG1+ CD4- NKT cells - % of CD4- NKT cells	Hom	MGP_IMM_028_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	KLRG1+ CD4- NKT cells - % of CD4- NKT cells	Hom	MGP_IMM_028_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	KLRG1+ CD4- NKT cells - % of CD45+	Hom	MGP_IMM_094_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	KLRG1+ CD4- NKT cells - % of CD45+	Hom	MGP_IMM_094_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	KLRG1+ CD4+ NKT cells - % of CD45+	Hom	MGP_IMM_098_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	KLRG1+ CD4+ NKT cells - % of CD45+	Hom	MGP_IMM_098_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	KLRG1+ CD4+ T helper cells - % of CD4+ T helper cells	Hom	MGP_IMM_008_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	KLRG1+ CD4+ T helper cells - % of CD4+ T helper cells	Hom	MGP_IMM_008_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	KLRG1+ CD4+ T helper cells - % of CD45+	Hom	MGP_IMM_075_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	KLRG1+ CD4+ T helper cells - % of CD45+	Hom	MGP_IMM_075_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	KLRG1+ CD8+ T cells - % of CD45+	Hom	MGP_IMM_084_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	KLRG1+ CD8+ T cells - % of CD45+	Hom	MGP_IMM_084_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	KLRG1+ CD8+ T cells - % of CD8+	Hom	MGP_IMM_017_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	KLRG1+ CD8+ T cells - % of CD8+	Hom	MGP_IMM_017_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	KLRG1+ gd T cells - % of CD45+	Hom	MGP_IMM_089_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	KLRG1+ gd T cells - % of CD45+	Hom	MGP_IMM_089_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	KLRG1+ gd T cells - % of gd T cells	Hom	MGP_IMM_022_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	KLRG1+ gd T cells - % of gd T cells	Hom	MGP_IMM_022_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	KLRG1+ NK cells - % of CD45+	Hom	MGP_IMM_101_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	KLRG1+ NK cells - % of CD45+	Hom	MGP_IMM_101_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	KLRG1+ NK cells - % of NK cells	Hom	MGP_IMM_036_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	KLRG1+ NK cells - % of NK cells	Hom	MGP_IMM_036_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	KLRG1+ Treg cells - % of CD45+	Hom	MGP_IMM_079_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	KLRG1+ Treg cells - % of CD45+	Hom	MGP_IMM_079_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	KLRG1+ Treg cells - % of Treg	Hom	MGP_IMM_012_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	KLRG1+ Treg cells - % of Treg	Hom	MGP_IMM_012_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Late germinal centre B cells - % of CD45+	Hom	MGP_IMM_115_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Late germinal centre B cells - % of CD45+	Hom	MGP_IMM_115_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Late germinal centre B cells - % of GC cells	Hom	MGP_IMM_051_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Late germinal centre B cells - % of GC cells	Hom	MGP_IMM_051_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Ly6C+ immature NK cells - % of immature NK cells	Hom	MGP_IMM_038_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Ly6C+ immature NK cells - % of immature NK cells	Hom	MGP_IMM_038_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Ly6C+ immature NK cells - % of lymphocytes	Hom	MGP_IMM_103_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Ly6C+ immature NK cells - % of lymphocytes	Hom	MGP_IMM_103_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Ly6C+ mature NK cells - % of lymphocytes	Hom	MGP_IMM_105_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Ly6C+ mature NK cells - % of lymphocytes	Hom	MGP_IMM_105_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Ly6C+ mature NK cells - % of mature NK cells	Hom	MGP_IMM_040_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Ly6C+ mature NK cells - % of mature NK cells	Hom	MGP_IMM_040_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Ly6C+ NKT cells - % of lymphocytes	Hom	MGP_IMM_090_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Ly6C+ NKT cells - % of lymphocytes	Hom	MGP_IMM_090_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Ly6C+ NKT cells - % of NKT cells	Hom	MGP_IMM_024_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Ly6C+ NKT cells - % of NKT cells	Hom	MGP_IMM_024_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Macrophages - % of CD45+	Hom	MGP_IMM_121_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Macrophages - % of CD45+	Hom	MGP_IMM_121_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Marginal zone B cells - % of B2 cells	Hom	MGP_IMM_044_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Marginal zone B cells - % of B2 cells	Hom	MGP_IMM_044_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Marginal zone B cells - % of CD45+	Hom	MGP_IMM_108_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Marginal zone B cells - % of CD45+	Hom	MGP_IMM_108_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Marginal zone precursor B cells - % of B2 cells	Hom	MGP_IMM_045_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Marginal zone precursor B cells - % of B2 cells	Hom	MGP_IMM_045_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Marginal zone precursor B cells - % of CD45+	Hom	MGP_IMM_109_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Marginal zone precursor B cells - % of CD45+	Hom	MGP_IMM_109_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Mature NK cells - % of lymphocytes	Hom	MGP_IMM_104_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Mature NK cells - % of lymphocytes	Hom	MGP_IMM_104_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Mature NK cells - % of NK cellls	Hom	MGP_IMM_039_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Mature NK cells - % of NK cellls	Hom	MGP_IMM_039_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Monocytes - % of CD45+	Hom	MGP_IMM_124_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Monocytes - % of CD45+	Hom	MGP_IMM_124_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Naive CD8+ T cells - % of CD45+	Hom	MGP_IMM_083_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Naive CD8+ T cells - % of CD45+	Hom	MGP_IMM_083_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Naive CD8+ T cells - % of CD8+	Hom	MGP_IMM_016_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Naive CD8+ T cells - % of CD8+	Hom	MGP_IMM_016_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Plasma cells - % of B2 cells	Hom	MGP_IMM_052_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Plasma cells - % of B2 cells	Hom	MGP_IMM_052_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Plasma cells - % of CD45+	Hom	MGP_IMM_116_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Plasma cells - % of CD45+	Hom	MGP_IMM_116_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Plasmacytoid DC - % of CD45+	Hom	MGP_IMM_127_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Plasmacytoid DC - % of CD45+	Hom	MGP_IMM_127_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Plasmacytoid DC - % of DC	Hom	MGP_IMM_064_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Plasmacytoid DC - % of DC	Hom	MGP_IMM_064_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Resting CD4- NKT cells - % of CD4- NKT cells	Hom	MGP_IMM_027_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Resting CD4- NKT cells - % of CD4- NKT cells	Hom	MGP_IMM_027_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Resting CD4- NKT cells - % of CD45+	Hom	MGP_IMM_093_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Resting CD4- NKT cells - % of CD45+	Hom	MGP_IMM_093_001	Spleen Immuno Phenotyping		Spleen	2	Female
(tm1)Brd	Resting CD4+ NKT cells - % of CD4+ NKT cells	Hom	MGP_IMM_031_001	Spleen Immuno Phenotyping		Spleen	2	Male
(tm1)Brd	Resting CD4+ NKT cells - % of CD4+ NKT cells	Hom	MGP_IMM_031_001	Spleen Immuno Phenotyping		Spleen	2	Female
